Location (Kuala Lumpur),Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Property Details,Size Type,Size Number (sq. ft.),Price Range
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1236.0,Medium
sentul,3,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,999.0,Medium
sentul,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,781.0,Medium
sentul,4,4.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1147.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1423.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1457.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1276.0,Medium
bukit jalil,3,2.0,3.0,Condominium,Fully Furnished,EndLot,Built-up,1212.0,Medium
bukit jalil,3,2.0,3.0,Condominium,Partly Furnished,Intermediate,Land area,1213.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Fully Furnished,Corner,Land area,1208.0,Medium
cheras,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Land area,1500.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1404.0,Medium
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1518.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1495.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1164.0,Medium
bukit jalil,4,2.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1212.0,Medium
sentul,4,2.0,2.0,Condominium,Partly Furnished,EndLot,Built-up,1200.0,Medium
sentul,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1240.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1164.0,Medium
segambut,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1643.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1407.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1037.0,Medium
sri petaling,3,4.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1500.0,Medium
keramat,2,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,943.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1164.0,Medium
sungai besi,4,4.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1449.0,Medium
sentul,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,824.0,Medium
seputeh,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1300.0,Medium
dutamas,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1432.0,Medium
jalan ipoh,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,978.0,Medium
taman desa,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1118.0,Medium
kuchai lama,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1338.0,Medium
sentul,3,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1087.0,Medium
ampang hilir,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1300.0,Medium
sentul,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1345.0,Medium
jalan ipoh,4,2.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1271.0,Medium
sri petaling,3,4.0,2.0,Condominium,Partly Furnished,EndLot,Built-up,1541.0,Medium
segambut,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1295.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1037.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1432.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1214.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1393.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1164.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1000.0,Medium
kuchai lama,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1421.0,Medium
sungai besi,4,4.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1449.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Partly Furnished,Corner,Land area,978.0,Medium
jalan kuching,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1015.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Corner,Land area,1404.0,Medium
setapak,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1389.0,Medium
cheras,4,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1499.0,Medium
bandar menjalara,3,2.0,2.0,Condominium,Fully Furnished,Corner,Land area,1260.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1298.0,Medium
segambut,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1019.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1454.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1325.0,Medium
segambut,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1260.0,Medium
seputeh,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1350.0,Medium
wangsa maju,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1340.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1262.0,Medium
taman tun dr ismail,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1281.0,Medium
seputeh,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1044.0,Medium
cheras,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1093.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,999.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1404.0,Medium
bukit bintang,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1100.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1100.0,Medium
sungai besi,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1109.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1073.0,Medium
taman desa,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1118.0,Medium
segambut,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1019.0,Medium
mont kiara,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1260.0,Medium
bukit jalil,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1415.0,Medium
bukit jalil,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1212.0,Medium
segambut,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1262.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1495.0,Medium
dutamas,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1706.0,Medium
sentul,2,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,999.0,Medium
bandar menjalara,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1316.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1655.0,Medium
wangsa maju,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1085.0,Medium
taman desa,3,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1250.0,Medium
seputeh,4,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1334.0,Medium
segambut,4,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1300.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1315.0,Medium
city centre,4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1298.0,Medium
mont kiara,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1038.0,Medium
dutamas,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1506.0,Medium
seputeh,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1044.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1389.0,Medium
sentul,4,3.0,3.0,Condominium,Fully Furnished,Intermediate,Built-up,1345.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1087.0,Medium
mont kiara,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1250.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1417.0,Medium
mont kiara,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1008.0,Medium
sentul,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,738.0,Medium
wangsa maju,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1085.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1454.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1400.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,999.0,Medium
segambut,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1298.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,1454.0,Medium
segambut,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1300.0,Medium
segambut,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1262.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1362.0,Medium
jalan klang lama (old klang road),4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1208.0,Medium
city centre,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1044.0,Medium
cheras,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,800.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,1615.0,Medium
taman desa,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1170.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1234.0,Medium
kuchai lama,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1421.0,Medium
segambut,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1295.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1100.0,Medium
klcc,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,920.0,Medium
taman desa,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1250.0,Medium
sentul,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,999.0,Medium
segambut,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1262.0,Medium
city centre,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1200.0,Medium
mont kiara,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1238.0,Medium
mont kiara,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1038.0,Medium
bukit jalil,4,2.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1212.0,Medium
mont kiara,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1380.0,Medium
klcc,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,919.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1200.0,Medium
city centre,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1267.0,Medium
taman tun dr ismail,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1281.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1236.0,Medium
mont kiara,2,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1000.0,Medium
sentul,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,999.0,Medium
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1038.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Partly Furnished,EndLot,Built-up,1495.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1394.0,Medium
bukit jalil,3,2.0,3.0,Condominium,Fully Furnished,Intermediate,Built-up,1500.0,Medium
wangsa maju,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,1245.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1250.0,Medium
jalan klang lama (old klang road),4,4.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1229.0,Medium
sentul,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1345.0,Medium
sentul,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,738.0,Medium
jalan klang lama (old klang road),4,4.0,1.0,Condominium,Fully Furnished,Intermediate,Land area,1229.0,Medium
kl city,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,697.0,Medium
mont kiara,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1496.0,Medium
mont kiara,4,3.0,2.0,Condominium,Unknown,Intermediate,Land area,1496.0,Medium
sungai besi,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1207.0,Medium
sungai besi,3,2.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1207.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1879.0,Medium
jalan ipoh,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1879.0,Medium
segambut,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1184.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1207.0,Medium
cheras,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,750.0,Medium
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1238.0,Medium
sentul,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1345.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1168.0,Medium
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,EndLot,Built-up,1064.0,Medium
city centre,4,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1313.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1362.0,Medium
wangsa maju,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1085.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,935.0,Medium
segambut,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1019.0,Medium
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1086.0,Medium
mont kiara,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1518.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,935.0,Medium
sentul,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,999.0,Medium
bukit jalil,4,2.0,3.0,Condominium,Unfurnished,Intermediate,Built-up,1281.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1073.0,Medium
mont kiara,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1008.0,Medium
setapak,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1362.0,Medium
segambut,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1184.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1236.0,Medium
segambut,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1298.0,Medium
taman desa,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1150.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Unfurnished,EndLot,Built-up,1331.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,935.0,Medium
taman desa,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1157.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,1164.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1331.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1276.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1457.0,Medium
city centre,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1500.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1331.0,Medium
jalan klang lama (old klang road),4,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1362.0,Medium
bukit jalil,3,2.0,3.0,Condominium,Fully Furnished,Corner,Land area,1212.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1264.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1457.0,Medium
jalan klang lama (old klang road),5,4.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1440.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1168.0,Medium
bandar menjalara,4,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1316.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1423.0,Medium
mont kiara,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1068.0,Medium
cheras,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1280.0,Medium
taman tun dr ismail,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1281.0,Medium
cheras,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1389.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1168.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1250.0,Medium
sentul,4,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,1355.0,Medium
mont kiara,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1233.0,Medium
bukit jalil,4,3.0,3.0,Condominium,Partly Furnished,Corner,Built-up,1457.0,Medium
jalan klang lama (old klang road),2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,785.0,Medium
seputeh,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1312.0,Medium
pantai,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1019.0,Medium
segambut,4,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1168.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1164.0,Medium
setiawangsa,4,3.0,1.0,Condominium,Fully Furnished,Duplex,Built-up,1450.0,Medium
mont kiara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1238.0,Medium
mont kiara,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1233.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1164.0,Medium
segambut,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1262.0,Medium
sentul,4,2.0,2.0,Condominium,Fully Furnished,EndLot,Built-up,1355.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1048.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1048.0,Medium
kuchai lama,4,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1474.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1168.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1498.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,935.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,956.0,Medium
seputeh,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1300.0,Medium
mont kiara,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1055.0,Medium
kuchai lama,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1496.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,935.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1457.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Medium
bukit jalil,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Land area,1212.0,Medium
cheras,3,2.0,1.0,Condominium,Unfurnished,Corner,Land area,1001.0,Medium
sentul,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1087.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1461.0,Medium
wangsa maju,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1152.0,Medium
bandar menjalara,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1316.0,Medium
jalan klang lama (old klang road),2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1164.0,Medium
sentul,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Land area,1001.0,Medium
bukit bintang,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1371.0,Medium
city centre,3,3.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1267.0,Medium
pantai,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1019.0,Medium
taman desa,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1250.0,Medium
pantai,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1514.0,Medium
segambut,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1319.0,Medium
kuchai lama,4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1474.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1392.0,Medium
sentul,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1345.0,Medium
pantai,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1235.0,Medium
